statefip,year,state_name,state_abb,effective_mw,mw_change,mw_level_change,mw_pct_change,emp_pop_ratio_all,emp_pop_ratio_teen,emp_pop_ratio_young_adult,emp_pop_ratio_prime_age,emp_pop_ratio_lt_hs,emp_pop_ratio_no_ba,emp_pop_ratio_male,emp_pop_ratio_female,emp_pop_ratio_teen_male,emp_pop_ratio_teen_female,lfpr_all,lfpr_teen,unemp_rate_all,unemp_rate_teen,pop_all,pop_teen,pop_young_adult,pop_lt_hs,pop_no_ba,n_obs_all,n_obs_teen,n_obs_young_adult,emplvl_total_private,emplvl_food_services,emplvl_retail,emplvl_accommodation_food,wkly_wage_total_private,wkly_wage_food_services
25,2016,Massachusetts,MA,10.0,1,1.0,0.1111,0.626113,0.342602,0.637075,0.804048,0.325244,0.541311,0.674013,0.582118,0.351040,0.333925,0.650181,0.374067,0.037018,0.084116,66554589,3760801,5736127,7259097,37922966,26047,1408,1953,3065883,267257,355529,302897,1309,416
25,2017,Massachusetts,MA,11.0,1,1.0,0.1,0.636786,0.307686,0.645931,0.817017,0.346846,0.544602,0.681990,0.595206,0.269952,0.345148,0.662807,0.352251,0.039260,0.126515,66791804,4033551,5790809,6882535,38084679,26161,1537,1942,,,,,,
25,2018,Massachusetts,MA,11.0,0,0.0,0.0,0.656084,0.306757,0.678321,0.827879,0.390997,0.571905,0.695946,0.619352,0.286693,0.327073,0.679783,0.351584,0.034862,0.127501,67491716,3739916,5751389,6669165,38646994,25054,1335,1836,3156298,275635,354070,312659,1412,449
25,2019,Massachusetts,MA,12.0,1,1.0,0.0909,0.657702,0.345106,0.694582,0.825317,0.352867,0.576544,0.693742,0.624529,0.321574,0.372946,0.677902,0.385309,0.029798,0.104339,68048482,3900481,5724408,6652662,38419313,23854,1352,1767,3204634,275619,351882,316563,1467,476
25,2020,Massachusetts,MA,12.75,1,0.75,0.0625,0.589259,0.289904,0.528015,0.770162,0.298276,0.483170,0.634566,0.547525,0.304632,0.275355,0.650858,0.358378,0.094644,0.191065,67893695,3884015,5710018,6283610,36715917,22097,1278,1636,2907984,196924,318982,221916,1640,493
25,2021,Massachusetts,MA,13.5,1,0.75,0.0588,0.614250,0.328804,0.611372,0.806640,0.342012,0.501584,0.653746,0.577848,0.309071,0.352006,0.653305,0.380476,0.059780,0.135808,67713746,3958890,5163843,6404765,35529485,22270,1247,1464,,,,,,
25,2022,Massachusetts,MA,14.25,1,0.75,0.0556,0.629340,0.331786,0.602645,0.826538,0.379846,0.525074,0.668066,0.593179,0.309624,0.353456,0.651372,0.370135,0.033823,0.103607,68640618,4547104,5089274,7441823,36931859,22422,1325,1378,3168350,254444,332369,287681,1758,591
26,1990,Michigan,MI,3.8,1,0.45,0.1343,0.605358,0.483367,0.678437,0.766290,0.509050,0.561995,0.693147,0.523187,0.485377,0.481157,0.654748,0.586679,0.075434,0.176097,84178153,7195918,8508684,50896358,68444345,57738,4680,5305,3294957,255860,504091,291459,491,143
26,1991,Michigan,MI,4.25,1,0.45,0.1184,0.587613,0.453043,0.665528,0.750591,0.484062,0.543952,0.672549,0.508443,0.446267,0.460468,0.648257,0.577666,0.093549,0.215735,84668712,6616333,8663022,50583819,69011293,57660,4308,5416,3210471,252935,487618,287650,516,147
26,1992,Michigan,MI,4.25,0,0.0,0.0,0.599421,0.471824,0.692100,0.761343,0.319773,0.560180,0.686254,0.519421,0.484798,0.458405,0.657970,0.593315,0.088985,0.204766,85117816,6244419,8886407,18245065,71581007,57085,3985,5487,3262284,256825,485797,291040,527,153
26,1993,Michigan,MI,4.25,0,0.0,0.0,0.615008,0.489847,0.718006,0.776560,0.331262,0.575095,0.700171,0.535637,0.505979,0.472639,0.661903,0.592290,0.070849,0.172960,85491411,6317171,8540243,17207276,71098710,56314,3958,5078,3337963,263839,493147,298178,538,157
26,1994,Michigan,MI,4.25,0,0.0,0.0,0.626734,0.514049,0.719483,0.789294,0.329205,0.586013,0.707765,0.552225,0.516430,0.511420,0.666103,0.604144,0.059104,0.149127,86014245,6253534,8174762,16404730,70613648,54901,3813,4775,3484102,270600,509427,305899,565,162
26,1995,Michigan,MI,4.25,0,0.0,0.0,0.623838,0.512087,0.693009,0.797082,0.338455,0.585590,0.704825,0.549658,0.501576,0.523758,0.659260,0.603537,0.053731,0.151523,86019818,6342192,7890704,16870055,69832299,55196,3930,4572,3608410,281296,522591,317766,586,168
26,1996,Michigan,MI,4.75,1,0.5,0.1176,0.632104,0.531197,0.702345,0.806656,0.360634,0.597478,0.710339,0.560596,0.539903,0.521395,0.664982,0.623116,0.049442,0.147514,87233662,6458252,7637457,16760811,71179841,39126,2844,3138,3690431,286725,532935,323924,604,173
26,1997,Michigan,MI,5.15,1,0.4,0.0842,0.640553,0.540684,0.735577,0.814253,0.363054,0.608582,0.715704,0.571533,0.541217,0.540138,0.669296,0.616135,0.042945,0.122459,87659080,6799590,7733763,15745801,71229989,39217,2909,3159,3897551,288515,535801,326027,880,180
26,1998,Michigan,MI,5.15,0,0.0,0.0,0.654160,0.544584,0.749909,0.822951,0.396618,0.623026,0.728964,0.583225,0.538196,0.551173,0.680094,0.619579,0.038133,0.121041,90229783,7427591,8544298,16413233,72605701,39334,3067,3324,3796010,286712,538635,323735,666,192
26,1999,Michigan,MI,5.15,0,0.0,0.0,0.662308,0.555980,0.755348,0.823001,0.423730,0.630993,0.737457,0.590385,0.576795,0.535585,0.688763,0.628965,0.038408,0.116040,89909954,7914424,8053514,16096725,72077763,39081,3280,3124,3839378,286791,541610,323735,691,200
26,2000,Michigan,MI,5.15,0,0.0,0.0,0.661579,0.556500,0.773241,0.817326,0.406875,0.624077,0.739268,0.588854,0.566386,0.546663,0.685984,0.620290,0.035577,0.102838,90451759,7668754,7742339,15404241,71572296,38713,3157,3131,3960685,296950,556199,335388,716,210
26,2001,Michigan,MI,5.15,0,0.0,0.0,0.645079,0.504175,0.720395,0.799194,0.377199,0.601632,0.706449,0.587319,0.483987,0.526627,0.681488,0.599107,0.053426,0.158455,92038210,7210062,7845124,15485520,71950895,37212,2843,2871,3833109,296183,546656,331736,722,213
26,2002,Michigan,MI,5.15,0,0.0,0.0,0.612937,0.447309,0.707517,0.777253,0.328239,0.569654,0.674295,0.555835,0.435149,0.460887,0.654476,0.530584,0.063468,0.156951,93913751,7154152,8419743,16187053,74368848,36802,2773,2931,3745997,301450,529901,335508,734,218
26,2003,Michigan,MI,5.15,0,0.0,0.0,0.609532,0.435928,0.715009,0.766413,0.337272,0.570549,0.667152,0.555917,0.429386,0.442616,0.657684,0.528187,0.073215,0.174672,92954067,7107793,8889585,15565440,74134737,36862,2801,3163,3679892,301442,516520,334823,759,221
26,2004,Michigan,MI,5.15,0,0.0,0.0,0.616194,0.413310,0.695015,0.773986,0.326619,0.574146,0.674841,0.561463,0.401211,0.426108,0.663139,0.509681,0.070792,0.189082,93136444,6826880,8222411,14409290,72798695,35381,2562,2788,3665091,304843,512406,338828,777,226
26,2005,Michigan,MI,5.15,0,0.0,0.0,0.616435,0.406610,0.702190,0.782252,0.322503,0.568441,0.678953,0.558013,0.400963,0.412398,0.660205,0.492315,0.066298,0.174085,93520574,7263093,8034401,14857612,72431710,33108,2535,2567,3664372,307286,504076,341020,791,228
26,2006,Michigan,MI,6.95,1,1.8,0.3495,0.602603,0.378035,0.666817,0.770084,0.308734,0.550616,0.659214,0.549626,0.358927,0.397332,0.648347,0.467299,0.070555,0.191021,93730173,7049311,7517905,14016087,72037281,31026,2327,2201,3613440,308678,493610,342673,807,234
26,2007,Michigan,MI,7.15,1,0.2,0.0288,0.597463,0.370433,0.680094,0.759909,0.294209,0.550026,0.646814,0.551100,0.353481,0.388509,0.642765,0.459918,0.070480,0.194567,93904041,7020833,7918285,12926089,71696473,30430,2203,2230,3564648,307543,486028,340973,830,244
26,2008,Michigan,MI,7.4,1,0.25,0.035,0.581350,0.333030,0.647346,0.756622,0.286672,0.533840,0.629409,0.536262,0.319637,0.345895,0.634597,0.431892,0.083907,0.228905,93811203,7142120,7851195,13168959,71150771,30197,2222,2188,3464455,301365,474742,334199,843,248
26,2009,Michigan,MI,7.4,0,0.0,0.0,0.549671,0.305415,0.612921,0.712646,0.268374,0.497963,0.585011,0.516521,0.302337,0.308447,0.633574,0.413683,0.132427,0.261718,93388689,7311352,8165819,12542278,70475846,30669,2362,2311,3174897,289587,448398,320022,824,251
26,2010,Michigan,MI,7.4,0,0.0,0.0,0.544396,0.301217,0.638365,0.705561,0.265848,0.493193,0.579644,0.511362,0.294439,0.309374,0.620944,0.418462,0.123278,0.280182,93397899,7528691,8685068,12370323,70761043,30764,2352,2456,3179778,287931,444142,322854,839,259
26,2011,Michigan,MI,7.4,0,0.0,0.0,0.538589,0.288373,0.594516,0.714469,0.247229,0.481240,0.579739,0.499858,0.273224,0.304717,0.600920,0.380566,0.103725,0.242252,93479296,7220032,8143589,12989367,70688687,30385,2231,2222,3283868,291167,446434,329523,871,264
26,2012,Michigan,MI,7.4,0,0.0,0.0,0.552021,0.310536,0.608554,0.739680,0.257103,0.499617,0.603773,0.503793,0.294400,0.328052,0.606635,0.395977,0.090027,0.215773,93440021,7157495,7859105,11945454,69861677,30152,2179,2204,3373672,301829,448140,340848,889,269
26,2013,Michigan,MI,7.4,0,0.0,0.0,0.555034,0.295052,0.598464,0.747001,0.255979,0.506836,0.608720,0.504930,0.322822,0.268025,0.606946,0.386413,0.085530,0.236433,93819295,6200614,8287117,11165592,69709876,29520,1887,2213,,,,,,
26,2014,Michigan,MI,8.15,1,0.75,0.1014,0.563764,0.327075,0.658567,0.748988,0.282392,0.514907,0.606521,0.523783,0.283396,0.374497,0.607444,0.406105,0.071909,0.194604,94180015,6090905,8284607,11157837,69424985,29084,1783,2057,3538241,315579,459796,356292,925,279
26,2015,Michigan,MI,8.15,0,0.0,0.0,0.575518,0.357915,0.657462,0.764242,0.287838,0.522520,0.624108,0.530019,0.382890,0.331406,0.608239,0.427267,0.053796,0.162315,94584983,5915057,8188318,10769871,69452339,27807,1633,2050,3610636,321812,466396,362471,957,297
26,2016,Michigan,MI,8.5,1,0.35,0.0429,0.588370,0.370714,0.702240,0.769951,0.318185,0.535761,0.642342,0.537708,0.366457,0.375581,0.618900,0.441804,0.049329,0.160907,94850046,5610631,8569005,10515243,69456437,28027,1583,2155,3686126,330961,472032,372503,975,309
26,2017,Michigan,MI,8.9,1,0.4,0.0471,0.588251,0.349455,0.699736,0.776561,0.296453,0.533196,0.647373,0.532615,0.319695,0.380038,0.616881,0.404955,0.046411,0.137053,95119988,5925706,7479586,10034576,67277721,28095,1697,1894,,,,,,
26,2018,Michigan,MI,9.25,1,0.35,0.0393,0.590218,0.356335,0.693960,0.792826,0.308345,0.534219,0.641053,0.542283,0.329101,0.385196,0.615509,0.398080,0.041091,0.104865,95772678,6736825,7539417,10835378,66494733,27378,1893,1889,3776481,335793,469199,379131,1032,339
26,2019,Michigan,MI,9.45,1,0.2,0.0216,0.596965,0.389840,0.687557,0.796346,0.341690,0.541079,0.641585,0.554849,0.353108,0.429324,0.621572,0.440014,0.039589,0.114029,96200656,6440458,7526647,10871985,67135371,26373,1699,1771,3790764,336596,463437,380806,1054,350
26,2020,Michigan,MI,9.65,1,0.2,0.0212,0.550133,0.319239,0.593326,0.741051,0.288069,0.487437,0.590769,0.511768,0.330736,0.307011,0.609224,0.404444,0.096993,0.210671,96125058,6108353,7476358,9786807,66278579,24035,1456,1561,3426882,258709,427995,287749,1144,366
26,2021,Michigan,MI,9.65,0,0.0,0.0,0.555713,0.343879,0.645550,0.758494,0.290407,0.497312,0.598475,0.515335,0.360521,0.325649,0.589469,0.392780,0.057265,0.124501,95928852,6028119,7510040,8899065,66295609,24100,1448,1622,,,,,,
26,2022,Michigan,MI,9.87,1,0.22,0.0228,0.577197,0.373164,0.679837,0.776753,0.313477,0.525186,0.628654,0.527866,0.380017,0.365377,0.602072,0.424087,0.041315,0.120075,97042158,6167914,7601739,9234745,67150956,22672,1321,1530,3749727,313219,454458,351098,1230,435
27,1990,Minnesota,MN,3.95,1,0.1,0.026,0.695913,0.615806,0.790174,0.855107,0.624009,0.654083,0.776845,0.620968,0.626239,0.606740,0.731309,0.680916,0.048401,0.095621,39199070,2932218,4008452,21377967,29290881,14702,1064,1391,1758935,129852,256614,155742,437,136
27,1991,Minnesota,MN,4.25,1,0.3,0.0759,0.692908,0.608912,0.778351,0.861088,0.605781,0.647335,0.752727,0.638368,0.573804,0.644109,0.731024,0.687884,0.052141,0.114804,39547858,2902321,3618479,21885745,30184273,14501,1049,1233,1762790,130007,254288,156506,452,142
27,1992,Minnesota,MN,4.25,0,0.0,0.0,0.689754,0.587568,0.767104,0.854939,0.367032,0.648786,0.755754,0.628850,0.577421,0.598226,0.728495,0.677033,0.053179,0.132142,39898905,2905575,3973314,6854900,32293875,14772,1042,1373,1805288,132129,257336,160430,480,150
27,1993,Minnesota,MN,4.25,0,0.0,0.0,0.699157,0.630320,0.782018,0.849463,0.373669,0.661544,0.761794,0.640336,0.619950,0.638375,0.737062,0.716058,0.051427,0.119735,40371200,2819977,4477924,6787679,32417055,14631,988,1478,1857247,136797,262900,166328,487,153
27,1994,Minnesota,MN,4.25,0,0.0,0.0,0.726343,0.656102,0.810233,0.873142,0.408281,0.684695,0.780525,0.674576,0.661129,0.650694,0.757032,0.735889,0.040539,0.108423,40560112,2631440,4140488,6267478,31406262,14293,896,1328,1917482,141997,271393,172228,501,158
27,1995,Minnesota,MN,4.25,0,0.0,0.0,0.726572,0.670317,0.805463,0.876726,0.442869,0.690936,0.779454,0.676050,0.667069,0.674984,0.754070,0.747882,0.036466,0.103713,41135010,2581098,3567566,6162531,31436412,14801,932,1137,1978900,146933,279838,176892,520,165
27,1996,Minnesota,MN,4.75,1,0.5,0.1176,0.717583,0.660572,0.803248,0.877864,0.449963,0.687603,0.771079,0.665484,0.614055,0.716046,0.746166,0.745501,0.038306,0.113921,41729829,3104386,3342814,6717632,32029654,15735,1167,1143,2032072,148903,284682,179896,555,171
27,1997,Minnesota,MN,5.15,1,0.4,0.0842,0.721267,0.631068,0.770095,0.874911,0.482453,0.686634,0.780070,0.662926,0.601418,0.662327,0.746517,0.707424,0.033824,0.107935,42421015,3649530,3096419,6728058,32320775,16071,1352,1062,2091439,150348,290265,182211,580,179
27,1998,Minnesota,MN,5.15,0,0.0,0.0,0.738695,0.614435,0.819356,0.889493,0.486813,0.700490,0.788740,0.689727,0.570050,0.661513,0.758637,0.681006,0.026287,0.097755,42665869,3505298,3452802,6650401,31505149,16313,1325,1182,2157799,153256,296571,185826,617,193
27,1999,Minnesota,MN,5.15,0,0.0,0.0,0.732062,0.623305,0.822873,0.875308,0.461777,0.687448,0.782830,0.682738,0.632445,0.614442,0.752693,0.684086,0.027409,0.088850,43076963,3602312,3442659,6057488,31490115,16168,1306,1141,2206919,156592,301691,189465,645,201
27,2000,Minnesota,MN,5.15,0,0.0,0.0,0.725241,0.633385,0.821945,0.871201,0.466318,0.687159,0.770439,0.681977,0.631033,0.635987,0.749186,0.694921,0.031961,0.088551,44935890,3540321,3613640,6032634,33401642,16308,1246,1233,2257280,159149,306925,193375,684,210
27,2001,Minnesota,MN,5.15,0,0.0,0.0,0.730386,0.595227,0.759716,0.874767,0.476207,0.694654,0.773411,0.688211,0.565969,0.627204,0.760262,0.645678,0.039298,0.078138,45968114,3643352,3813619,5940601,34004025,21877,1689,1634,2240959,162873,307517,192246,707,215
27,2002,Minnesota,MN,5.15,0,0.0,0.0,0.723199,0.583404,0.792461,0.869328,0.468480,0.690197,0.760648,0.686831,0.536627,0.626890,0.757110,0.645044,0.044790,0.095560,47602710,3900769,4441600,6298273,34628344,25317,2063,2079,2214010,165949,302872,193969,722,220
27,2003,Minnesota,MN,5.15,0,0.0,0.0,0.712291,0.516667,0.797501,0.858125,0.441673,0.672546,0.757849,0.668409,0.497224,0.535256,0.750497,0.601292,0.050907,0.140738,46903686,3610234,4596228,6011799,33416735,24482,1918,2142,2206420,168390,300893,195339,744,225
27,2004,Minnesota,MN,5.15,0,0.0,0.0,0.712389,0.531455,0.796628,0.846181,0.433757,0.675234,0.761320,0.665167,0.516229,0.546572,0.747928,0.605681,0.047516,0.122549,47285056,3488659,4465798,5531909,33761707,25529,1912,2135,2230302,172874,301178,199834,780,229
27,2005,Minnesota,MN,6.15,1,1.0,0.1942,0.705776,0.532947,0.774541,0.856281,0.430916,0.668600,0.752003,0.661037,0.523708,0.542965,0.734669,0.619127,0.039327,0.139195,47800184,3783351,4586088,5953541,34448926,29412,2307,2577,2266499,178136,302426,205594,788,230
27,2006,Minnesota,MN,6.15,0,0.0,0.0,0.702830,0.514772,0.774678,0.871512,0.468820,0.662647,0.742368,0.664556,0.498478,0.530422,0.732344,0.602246,0.040302,0.145246,48304877,3800111,4571310,6048342,34296272,30210,2349,2544,2296367,178428,301107,206200,814,242
27,2007,Minnesota,MN,6.15,0,0.0,0.0,0.686267,0.506271,0.760709,0.853965,0.451546,0.642755,0.725835,0.647770,0.499928,0.512622,0.719578,0.585551,0.046292,0.135394,48457644,3613089,4732494,5796186,33803380,30543,2266,2643,2316102,181253,300904,209369,859,250
27,2008,Minnesota,MN,6.55,1,0.4,0.065,0.680002,0.476930,0.767307,0.842353,0.389874,0.635082,0.717648,0.643287,0.465642,0.489777,0.719604,0.550962,0.055033,0.134368,48749726,3361529,4422145,5380818,33729203,30452,2097,2473,2304189,178552,294296,207175,886,257
27,2009,Minnesota,MN,7.25,1,0.7,0.1069,0.666458,0.432214,0.713351,0.821343,0.361072,0.614208,0.697115,0.636563,0.431773,0.432718,0.723087,0.546731,0.078315,0.209457,48951909,3055831,4301186,5641678,34045893,30630,1913,2398,2196044,173766,280057,200178,870,260
27,2010,Minnesota,MN,7.25,0,0.0,0.0,0.659838,0.410046,0.726198,0.822288,0.358404,0.603395,0.692337,0.628087,0.401302,0.420076,0.712382,0.520471,0.073758,0.212163,49358404,3169969,4538007,5736422,34267198,30627,1956,2487,2184391,172172,277496,198276,904,266
27,2011,Minnesota,MN,7.25,0,0.0,0.0,0.664587,0.418200,0.743796,0.837409,0.385919,0.613544,0.703231,0.626838,0.415702,0.421046,0.711284,0.516590,0.065651,0.190461,49649082,3489062,4242104,5580341,34088959,30764,2177,2340,2236376,175642,280269,202221,925,274
27,2012,Minnesota,MN,7.25,0,0.0,0.0,0.664210,0.369725,0.737188,0.837023,0.369760,0.608559,0.711577,0.618311,0.351220,0.389735,0.705185,0.455816,0.058106,0.188872,50261755,3435707,4365309,5601377,34461371,30669,2086,2390,2276259,180319,282806,206758,957,281
27,2013,Minnesota,MN,7.25,0,0.0,0.0,0.667046,0.403054,0.747897,0.840841,0.361291,0.612670,0.708244,0.627094,0.350921,0.460248,0.701624,0.471918,0.049283,0.145925,50653290,3516092,4381830,5548568,34344044,30237,2065,2278,,,,,,
27,2014,Minnesota,MN,8.0,1,0.75,0.1034,0.672830,0.431887,0.742589,0.856371,0.373773,0.621835,0.714875,0.632043,0.392669,0.478158,0.701726,0.489029,0.041178,0.116849,51149511,3448178,4568623,5361435,34718193,26348,1779,1988,2358269,187064,288577,214218,999,297
27,2015,Minnesota,MN,9.0,1,1.0,0.125,0.676313,0.458906,0.711161,0.847263,0.421908,0.629278,0.726831,0.627256,0.479568,0.439151,0.704067,0.504937,0.039419,0.091160,51499569,3216117,3857988,5496897,35343506,18188,1129,1225,2402503,191356,293263,217954,1037,319
27,2016,Minnesota,MN,9.5,1,0.5,0.0556,0.665335,0.462814,0.678748,0.848017,0.402757,0.605087,0.705008,0.626711,0.448509,0.478134,0.692549,0.509733,0.039295,0.092045,51845197,3466134,3782988,5506559,34606411,15947,1048,1011,2438627,195594,298163,222516,1051,335
27,2017,Minnesota,MN,9.5,0,0.0,0.0,0.687361,0.473108,0.755715,0.864773,0.417231,0.632610,0.723926,0.651664,0.439954,0.511537,0.711750,0.525715,0.034266,0.100067,52201967,3530634,3679303,5324109,34662877,15814,997,957,,,,,,
27,2018,Minnesota,MN,9.65,1,0.15,0.0158,0.680027,0.485881,0.701652,0.855294,0.441547,0.630290,0.709504,0.651237,0.481012,0.491699,0.700112,0.515541,0.028689,0.057533,52921296,3614024,3864781,5530262,34983823,15748,997,949,2498328,198032,298226,226803,1124,364
27,2019,Minnesota,MN,9.86,1,0.21,0.0218,0.680153,0.447576,0.779671,0.857491,0.430313,0.629261,0.707652,0.653280,0.434643,0.463215,0.703613,0.488635,0.033342,0.084028,53214294,3650323,4256098,5388598,34786857,15368,978,978,2516107,198944,293037,228002,1156,376
27,2020,Minnesota,MN,10.0,1,0.14,0.0142,0.651483,0.424587,0.682708,0.832334,0.419425,0.596113,0.683299,0.620361,0.410646,0.438948,0.692981,0.489182,0.059882,0.132047,53500307,3294608,3884186,5027193,34009174,14064,812,807,2339149,152839,275894,172338,1244,378
27,2021,Minnesota,MN,10.08,1,0.08,0.008,0.648175,0.496753,0.686796,0.825571,0.424497,0.582434,0.688964,0.608284,0.480407,0.513387,0.674506,0.523746,0.039038,0.051539,53607245,3374850,4014127,4877303,33844291,13452,778,828,,,,,,
27,2022,Minnesota,MN,10.33,1,0.25,0.0248,0.664276,0.481427,0.703448,0.856395,0.452740,0.591862,0.704160,0.624714,0.491979,0.470293,0.682717,0.524157,0.027012,0.081521,54172843,3900838,4162110,5180584,33950701,13544,859,839,2483988,187489,281503,211356,1355,460
28,1990,Mississippi,MS,3.8,1,0.45,0.1343,0.578247,0.304988,0.637915,0.758988,0.497734,0.541635,0.681463,0.490176,0.345675,0.271769,0.626425,0.412650,0.076909,0.260905,22764029,1999371,2749884,14926447,19301514,18556,1626,1952,726232,43052,116825,51140,335,127
28,1991,Mississippi,MS,4.25,1,0.45,0.1184,0.568096,0.301679,0.637357,0.752494,0.480095,0.526682,0.654781,0.494675,0.328935,0.275999,0.622087,0.404111,0.086790,0.253475,22989917,2083224,2394379,14570813,19215819,18620,1628,1778,726670,43697,114242,51783,349,134
28,1992,Mississippi,MS,4.25,0,0.0,0.0,0.567027,0.256834,0.645795,0.758667,0.329122,0.529742,0.665094,0.481392,0.283860,0.228955,0.618686,0.364616,0.083498,0.295603,23134951,2095757,2473215,7201593,20079491,18681,1624,1800,744712,46133,115751,54473,366,139
28,1993,Mississippi,MS,4.25,0,0.0,0.0,0.584586,0.318674,0.638605,0.766114,0.343065,0.547653,0.686508,0.488958,0.321129,0.316049,0.625916,0.396388,0.066031,0.196056,23375119,1985084,2406241,6611590,20047915,18277,1490,1653,785111,50240,119619,60494,374,140
28,1994,Mississippi,MS,4.25,0,0.0,0.0,0.592007,0.321629,0.605178,0.770414,0.336344,0.556522,0.679584,0.514064,0.325671,0.317586,0.633993,0.415236,0.066226,0.225431,23564066,2076677,2450048,6637034,20024585,16874,1400,1596,834272,52447,124916,67793,387,142
28,1995,Mississippi,MS,4.25,0,0.0,0.0,0.591429,0.322996,0.645761,0.781756,0.339350,0.557378,0.670102,0.523780,0.333964,0.311802,0.629895,0.427262,0.061067,0.244034,24030813,2307497,2355998,6830048,20546292,14348,1307,1250,851785,54809,129538,74269,399,146
28,1996,Mississippi,MS,4.75,1,0.5,0.1176,0.587545,0.301890,0.681188,0.771179,0.348821,0.550273,0.672705,0.512481,0.302441,0.301328,0.626594,0.382658,0.062319,0.211070,24292909,2206268,2240368,6746052,20492592,14000,1242,1155,863889,56130,132927,77967,414,152
28,1997,Mississippi,MS,5.15,1,0.4,0.0842,0.584108,0.294363,0.618072,0.776752,0.350159,0.546987,0.654407,0.521103,0.293304,0.295410,0.620187,0.365425,0.058174,0.194463,24579013,2103370,2521175,6402645,20359736,14273,1187,1289,880769,57963,135250,83687,432,161
28,1998,Mississippi,MS,5.15,0,0.0,0.0,0.585621,0.309986,0.608459,0.776275,0.354790,0.544648,0.666459,0.515870,0.354327,0.260163,0.619361,0.395374,0.054475,0.215967,24795935,2104531,2370689,6543204,20337814,13851,1097,1152,904181,61452,137578,90666,453,169
28,1999,Mississippi,MS,5.15,0,0.0,0.0,0.586177,0.330828,0.598274,0.777016,0.360815,0.548956,0.667617,0.516583,0.337503,0.323959,0.617571,0.415210,0.050834,0.203228,24964995,2322387,2240530,6270602,20666989,13342,1160,1039,921194,64977,143325,99453,463,173
28,2000,Mississippi,MS,5.15,0,0.0,0.0,0.602100,0.376740,0.634034,0.791030,0.364369,0.567167,0.680708,0.537274,0.365751,0.386762,0.637440,0.458057,0.055441,0.177526,25140927,2105441,2383998,6077866,20908707,13102,1056,1124,914986,66729,144396,103207,478,178
28,2001,Mississippi,MS,5.15,0,0.0,0.0,0.578276,0.288641,0.587175,0.775199,0.328809,0.542436,0.651116,0.518596,0.283074,0.294608,0.612773,0.355827,0.056297,0.188814,25195065,1854164,2164485,6178872,20865426,12732,890,942,884148,67215,142204,100244,492,184
28,2002,Mississippi,MS,5.15,0,0.0,0.0,0.568279,0.266937,0.565523,0.758446,0.330087,0.533664,0.641125,0.505896,0.276386,0.255733,0.610078,0.355233,0.068514,0.248557,25248035,1919606,2112313,5976634,21026260,13124,975,917,874488,70205,140839,108262,506,187
28,2003,Mississippi,MS,5.15,0,0.0,0.0,0.575030,0.281904,0.557570,0.748310,0.347447,0.538072,0.648847,0.509780,0.298709,0.266153,0.614353,0.337564,0.064007,0.164888,25825336,2169984,2391888,5996513,21610062,13104,1038,1010,864109,72411,138809,109888,522,190
28,2004,Mississippi,MS,5.15,0,0.0,0.0,0.577687,0.278873,0.565984,0.758625,0.336366,0.535078,0.645239,0.517617,0.271193,0.286618,0.616539,0.351720,0.063016,0.207118,25804765,1965736,2213393,6193969,21135852,13379,954,975,871265,74835,139014,111610,539,194
28,2005,Mississippi,MS,5.15,0,0.0,0.0,0.577068,0.280397,0.558830,0.768950,0.322445,0.538566,0.642295,0.518944,0.270272,0.289315,0.619328,0.357740,0.068235,0.216201,26175666,2128178,2419122,6725625,21439115,12489,941,961,877853,75434,139090,110553,562,200
28,2006,Mississippi,MS,5.15,0,0.0,0.0,0.560398,0.309488,0.546759,0.743588,0.326503,0.524802,0.622766,0.504658,0.292540,0.322465,0.600323,0.376387,0.066506,0.177740,26089376,2190987,2353911,6498611,21774146,11865,946,908,890161,78280,142661,108000,589,207
28,2007,Mississippi,MS,5.85,1,0.7,0.1359,0.570595,0.263407,0.618165,0.752660,0.315055,0.529751,0.637385,0.511153,0.261692,0.265163,0.605965,0.320002,0.058369,0.176858,26382922,2183667,2410857,6238146,21938008,11958,967,934,898426,79670,141860,112424,609,214
28,2008,Mississippi,MS,6.55,1,0.7,0.1197,0.563176,0.270167,0.603489,0.747178,0.339211,0.523866,0.623224,0.510013,0.289913,0.249489,0.602728,0.337775,0.065622,0.200156,26255953,2185569,2542585,6188859,21444241,11932,919,962,890251,79880,139529,112504,632,223
28,2009,Mississippi,MS,7.25,1,0.7,0.1069,0.520947,0.190006,0.556528,0.701197,0.299305,0.484118,0.565761,0.481337,0.170772,0.209155,0.575116,0.274433,0.094187,0.307642,26493723,2101736,2600964,6162813,21621099,12001,881,957,838234,77885,133439,107797,636,232
28,2010,Mississippi,MS,7.25,0,0.0,0.0,0.527004,0.219007,0.568012,0.706207,0.287562,0.488837,0.573439,0.485848,0.243577,0.196710,0.591660,0.323743,0.109278,0.323516,26546497,2304839,2295798,5892698,21681813,12098,939,856,833338,77713,132462,106265,645,240
28,2011,Mississippi,MS,7.25,0,0.0,0.0,0.542657,0.234405,0.514769,0.714555,0.298313,0.499946,0.586668,0.503552,0.237915,0.231333,0.606458,0.303915,0.105203,0.228714,26665977,2227714,2318401,5426219,21276097,11919,878,825,837502,79263,133213,108456,658,245
